goalTime,Chelsea,ManCity,Arsenal,ManUtd,Spurs,Liverpool,Southampton,Swansea,Stoke,CrystalPalace,Everton,WestHam,WestBrom,Leicester,Newcastle,Sunderland,AstonVilla,Bournemouth,Watford,Norwich
2016-01-23 16:45:39,14,3,2,5,4,8,10,17,9,7,12,6,13,1,18,19,20,15,11,16
2016-01-23 17:00:45,14,3,2,5,4,8,11,17,9,7,12,6,13,1,18,19,20,15,10,16
2016-01-23 17:12:11,14,3,2,5,4,8,11,17,9,7,12,6,13,1,18,19,20,15,10,16
2016-01-23 17:17:36,14,3,2,5,4,7,11,17,8,10,12,6,13,1,18,19,20,15,9,16
2016-01-23 17:20:54,14,3,2,5,4,7,11,17,8,10,12,6,13,1,18,19,20,15,9,16
2016-01-23 17:25:34,14,3,2,5,4,7,11,17,8,10,12,6,13,1,18,19,20,15,9,16
2016-01-23 17:38:24,14,3,2,5,4,7,10,17,8,11,12,6,13,1,18,19,20,15,9,16
2016-01-23 17:41:40,14,3,2,5,4,7,10,17,8,11,12,6,13,1,18,19,20,15,9,16
2016-01-23 17:41:53,14,3,2,5,4,7,8,17,9,11,12,6,13,1,18,19,20,15,10,16
2016-01-23 17:49:05,14,3,2,5,4,7,8,17,9,11,12,6,13,1,18,19,20,15,10,16
2016-01-23 18:30:00,14,2,3,5,4,7,8,17,9,11,12,6,13,1,18,19,20,15,10,16
2016-01-23 18:30:53,14,3,2,6,4,7,8,17,9,11,12,5,13,1,18,19,20,15,10,16
2016-01-23 18:38:46,14,2,3,5,4,7,8,17,9,11,12,6,13,1,18,19,20,15,10,16
2016-01-23 19:40:26,14,3,2,6,4,7,8,17,9,11,12,5,13,1,18,19,20,15,10,16
2016-01-23 20:05:05,14,2,3,5,4,7,8,17,9,11,12,6,13,1,18,19,20,15,10,16
2016-01-24 14:30:00,14,2,3,5,4,7,8,16,9,11,12,6,13,1,18,19,20,15,10,17
2016-01-24 14:46:44,14,2,3,5,4,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-01-24 14:55:35,14,2,3,5,4,7,8,16,9,11,12,6,13,1,18,19,20,15,10,17
2016-01-24 15:03:45,14,2,3,5,4,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-01-24 17:00:00,14,3,2,5,4,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-01-24 17:22:15,13,2,3,5,4,7,8,15,9,11,12,6,14,1,18,19,20,16,10,17
2016-02-02 19:45:00,13,2,3,6,4,7,8,15,9,11,12,5,14,1,18,19,20,16,10,17
2016-02-02 19:46:36,13,3,4,6,2,7,8,15,9,11,12,5,14,1,18,19,20,16,10,17
2016-02-02 20:00:00,14,3,4,5,2,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:00:49,14,2,4,5,3,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:13:19,14,2,4,5,3,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:14:32,14,2,4,5,3,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:22:37,14,2,4,5,3,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:26:36,14,2,4,5,3,7,8,15,10,9,12,6,13,1,18,19,20,16,11,17
2016-02-02 20:33:05,14,2,4,5,3,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:57:30,14,2,4,5,3,7,8,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 20:59:57,14,2,4,5,3,8,7,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 21:07:10,14,2,4,5,3,8,7,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 21:11:48,14,2,4,5,3,8,7,15,9,11,12,6,13,1,18,19,20,16,10,17
2016-02-02 21:13:06,14,2,4,5,3,8,7,16,9,11,12,6,13,1,18,19,20,15,10,17
2016-02-02 21:24:35,14,2,4,5,3,8,7,16,9,11,12,6,13,1,18,19,20,15,10,17
2016-02-02 21:24:42,13,2,4,5,3,8,7,14,9,11,12,6,15,1,18,19,20,16,10,17
2016-02-02 21:29:37,13,2,4,5,3,8,7,14,9,11,12,6,15,1,18,19,20,16,10,17
2016-02-02 21:52:39,14,2,4,5,3,8,7,16,9,11,12,6,13,1,18,19,20,15,10,17
2016-02-03 19:45:00,13,2,4,5,3,8,7,16,10,11,12,6,14,1,18,19,20,15,9,17
2016-02-03 20:07:29,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-03 21:27:37,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-03 21:33:45,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-06 13:45:00,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-06 13:47:25,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-06 14:50:32,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-06 15:02:08,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-06 15:29:41,13,2,4,5,3,8,7,16,10,12,11,6,14,1,18,19,20,15,9,17
2016-02-06 16:00:00,14,2,4,5,3,7,8,16,10,12,11,6,13,1,18,19,20,15,9,17
2016-02-06 16:10:44,14,2,4,5,3,8,9,16,11,12,7,6,13,1,18,19,20,15,10,17
2016-02-06 16:12:53,14,2,4,5,3,8,9,15,11,12,7,6,13,1,18,19,20,16,10,17
2016-02-06 16:27:30,14,2,4,5,3,8,9,15,11,12,7,6,13,1,18,19,20,16,10,17
2016-02-06 16:31:38,13,2,4,5,3,8,9,14,11,12,7,6,15,1,18,19,20,16,10,17
2016-02-06 16:41:07,13,2,4,5,3,8,9,14,11,12,7,6,15,1,18,19,20,16,10,17
2016-02-06 16:44:30,13,2,4,5,3,8,9,14,11,12,7,6,15,1,17,19,20,16,10,18
2016-02-06 17:01:56,13,2,4,5,3,8,9,16,11,12,7,6,14,1,17,19,20,15,10,18
2016-02-06 17:05:28,13,2,4,5,3,8,9,16,11,12,7,6,14,1,17,19,20,15,10,18
2016-02-06 17:17:23,13,2,4,5,3,7,9,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-06 17:18:43,13,3,4,5,2,7,9,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-06 17:27:41,13,3,4,5,2,7,9,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-06 17:39:53,13,3,4,5,2,7,9,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-06 17:46:44,13,3,4,5,2,8,9,16,11,12,7,6,14,1,17,19,20,15,10,18
2016-02-06 18:30:00,13,3,4,6,2,9,8,16,11,12,7,5,14,1,17,19,20,15,10,18
2016-02-06 18:38:48,13,3,4,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-07 14:30:00,13,3,4,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-07 14:52:08,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-07 14:53:36,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-07 17:00:00,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-07 18:15:18,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-07 18:45:59,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-13 13:45:00,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-13 13:47:28,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,18,20,15,10,19
2016-02-13 14:23:21,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-13 15:24:27,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,18,20,15,10,19
2016-02-13 16:00:00,13,4,3,5,2,9,7,16,11,12,8,6,14,1,17,19,20,15,10,18
2016-02-13 16:08:30,13,4,3,5,2,10,7,15,9,12,8,6,14,1,17,19,20,16,11,18
2016-02-13 16:13:47,14,4,3,5,2,10,7,15,8,12,9,6,13,1,17,19,20,16,11,18
2016-02-13 16:15:10,14,4,3,5,2,11,7,15,9,12,10,6,13,1,17,19,20,16,8,18
2016-02-13 16:44:56,14,4,3,5,2,10,7,15,8,12,9,6,13,1,17,19,20,16,11,18
2016-02-13 17:08:43,14,4,3,5,2,10,7,15,8,12,9,6,13,1,17,19,20,16,11,18
2016-02-13 17:09:59,14,4,3,5,2,10,7,15,8,12,9,6,13,1,18,19,20,16,11,17
2016-02-13 17:11:16,14,4,3,5,2,10,7,15,8,12,9,6,13,1,18,19,20,16,11,17
2016-02-13 17:13:09,14,4,3,5,2,10,7,15,8,12,9,6,13,1,18,19,20,16,11,17
2016-02-13 17:20:37,14,4,3,5,2,10,7,15,8,12,9,6,13,1,18,19,20,16,11,17
2016-02-13 17:24:00,14,4,3,5,2,10,6,16,8,12,9,7,13,1,18,19,20,15,11,17
2016-02-13 17:29:18,14,4,3,5,2,10,6,16,8,12,9,7,13,1,18,19,20,15,11,17
2016-02-13 17:32:04,14,4,3,5,2,10,6,16,8,12,9,7,13,1,17,19,20,15,11,18
2016-02-13 17:39:11,14,4,3,5,2,11,6,16,9,12,10,7,13,1,17,19,20,15,8,18
2016-02-13 18:30:00,14,4,3,5,2,11,6,16,9,12,10,7,13,1,17,19,20,15,8,18
2016-02-13 18:34:07,12,4,3,5,2,11,6,16,9,13,10,7,14,1,17,19,20,15,8,18
2016-02-13 18:38:20,12,4,3,5,2,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-13 18:46:10,12,4,3,5,2,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-13 19:44:43,12,4,3,5,2,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-13 20:09:12,12,4,3,5,2,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-13 20:15:37,12,4,3,5,2,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-14 13:00:00,12,4,2,5,3,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-14 13:44:18,12,4,3,5,2,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-14 14:26:41,12,4,2,5,3,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-14 14:51:20,12,4,2,5,3,11,6,16,9,13,10,7,14,1,18,19,20,15,8,17
2016-02-14 15:05:00,12,4,2,5,3,9,6,16,10,13,11,7,14,1,18,19,20,15,8,17
2016-02-14 15:20:16,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 15:29:16,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 16:19:21,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 16:23:32,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 16:26:06,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 16:32:15,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 17:15:00,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 18:23:02,12,4,3,5,2,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 18:43:45,12,4,2,5,3,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-14 18:52:48,12,4,3,5,2,8,6,16,10,13,11,7,14,1,18,19,20,15,9,17
2016-02-27 13:45:00,12,4,3,6,2,8,7,16,10,13,11,5,14,1,19,17,20,15,9,18
2016-02-27 14:14:27,12,4,3,6,2,8,7,16,10,13,11,5,14,1,18,19,20,15,9,17
2016-02-27 16:00:00,12,4,3,7,2,8,6,16,10,13,11,5,14,1,18,19,20,15,9,17
2016-02-27 16:41:53,12,4,3,7,2,8,5,16,10,13,11,6,14,1,18,19,20,15,9,17
2016-02-27 17:05:42,12,4,3,7,2,9,5,16,8,13,11,6,14,1,18,19,20,15,10,17
2016-02-27 17:10:27,12,4,3,7,2,9,5,16,8,13,11,6,14,1,18,19,20,15,10,17
2016-02-27 17:30:01,12,4,3,7,2,9,6,16,8,13,11,5,14,1,18,19,20,15,10,17
2016-02-27 17:33:29,12,4,3,7,2,9,6,16,8,13,11,5,14,1,18,19,20,15,10,17
2016-02-27 17:43:27,11,4,3,6,2,9,7,16,8,13,12,5,14,1,18,19,20,15,10,17
2016-02-27 17:44:52,11,4,3,6,2,9,7,16,8,13,12,5,14,1,18,19,20,15,10,17
2016-02-27 18:30:00,11,4,3,6,2,9,7,16,8,13,12,5,14,1,18,19,20,15,10,17
2016-02-27 18:41:29,11,4,3,6,2,9,7,16,8,14,12,5,13,1,18,19,20,15,10,17
2016-02-27 18:49:30,11,4,3,6,2,9,7,16,8,14,12,5,13,1,18,19,20,15,10,17
2016-02-27 19:00:01,11,4,3,6,2,9,7,16,8,14,12,5,13,1,18,19,20,15,10,17
2016-02-27 19:37:55,11,4,3,6,2,9,7,16,8,14,12,5,13,1,18,19,20,15,10,17
2016-02-27 20:09:39,11,4,3,6,2,9,7,16,8,14,12,5,13,1,18,19,20,15,10,17
2016-02-28 15:05:00,11,4,3,6,2,9,7,16,8,14,12,5,13,1,18,19,20,15,10,17
2016-02-28 15:23:24,11,4,2,6,3,9,7,15,8,14,12,5,13,1,18,19,20,16,10,17
2016-02-28 15:33:19,11,4,3,5,2,9,7,15,8,14,12,6,13,1,18,19,20,16,10,17
2016-02-28 15:36:05,11,4,3,5,2,9,7,15,8,14,12,6,13,1,18,19,20,16,10,17
2016-02-28 15:44:37,11,4,3,5,2,9,7,15,8,14,12,6,13,1,18,19,20,16,10,17
2016-02-28 16:25:43,11,4,3,5,2,9,7,15,8,14,12,6,13,1,18,19,20,16,10,17
2016-02-28 16:30:22,11,4,3,5,2,9,7,15,8,14,12,6,13,1,18,19,20,16,10,17
2016-02-28 16:30:59,11,4,3,5,2,9,7,16,8,14,12,6,13,1,18,19,20,15,10,17
2016-02-28 16:38:18,11,4,3,5,2,9,7,16,8,14,12,6,13,1,18,19,20,15,10,17
2016-03-01 19:45:00,10,4,3,5,2,9,7,16,8,14,12,6,13,1,19,18,20,15,11,17
2016-03-01 19:45:39,8,4,3,5,2,10,7,16,9,14,12,6,13,1,19,17,20,15,11,18
2016-03-01 19:49:46,8,4,3,5,2,11,7,16,9,14,10,6,13,1,19,17,20,15,12,18
2016-03-01 19:55:54,8,4,3,5,2,11,7,16,9,14,10,6,12,1,19,17,20,15,13,18
2016-03-01 20:14:03,8,4,3,5,2,11,7,16,9,14,10,6,12,1,19,17,20,15,13,18
2016-03-01 20:14:59,8,4,3,5,2,11,7,16,9,14,10,6,13,1,19,17,20,15,12,18
2016-03-01 20:15:37,8,4,3,5,2,11,7,16,9,14,10,6,13,1,19,17,20,15,12,18
2016-03-01 20:20:11,8,4,3,5,2,11,7,16,9,14,10,6,13,1,19,17,20,15,12,18
2016-03-01 20:30:04,8,4,3,5,2,11,7,16,9,14,10,6,13,1,19,17,20,15,12,18
2016-03-01 20:30:55,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,17,20,15,12,19
2016-03-01 20:51:26,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,17,20,15,12,19
2016-03-01 20:59:09,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,17,20,15,12,19
2016-03-01 21:01:33,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,17,20,15,12,19
2016-03-01 21:07:31,8,4,3,5,2,11,7,16,9,14,10,6,13,1,17,19,20,15,12,18
2016-03-01 21:10:03,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,19,20,15,12,17
2016-03-01 21:18:53,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,19,20,15,12,17
2016-03-01 21:20:11,8,4,3,5,2,11,7,16,9,14,10,6,13,1,18,19,20,15,12,17
2016-03-01 21:31:04,8,4,3,5,2,11,7,16,9,14,10,6,13,1,19,17,20,15,12,18
2016-03-02 19:45:00,9,4,3,6,2,11,7,16,8,14,10,5,13,1,17,18,20,15,12,19
2016-03-02 19:51:47,9,4,3,6,2,11,7,16,8,14,10,5,13,1,17,18,20,15,12,19
2016-03-02 19:59:13,9,4,3,6,2,11,7,16,8,14,10,5,13,1,17,18,20,15,12,19
2016-03-02 20:00:00,9,4,3,6,2,10,7,16,8,14,11,5,13,1,17,18,20,15,12,19
2016-03-02 20:16:37,9,4,3,6,2,10,7,16,8,14,11,5,13,1,17,18,20,15,12,19
2016-03-02 20:33:23,10,4,3,6,2,7,8,16,9,14,11,5,13,1,17,18,20,15,12,19
2016-03-02 20:40:14,10,4,3,6,2,7,8,16,9,14,11,5,13,1,17,18,20,15,12,19
2016-03-02 21:12:39,10,4,3,6,2,7,8,16,9,14,11,5,13,1,17,18,20,15,12,19
2016-03-02 21:14:27,10,4,3,6,2,7,8,16,9,14,11,5,13,1,17,18,20,15,12,19
2016-03-02 21:20:17,10,4,3,6,2,8,9,16,7,14,11,5,13,1,19,17,20,15,12,18
2016-03-02 21:37:58,10,4,3,5,2,8,9,16,7,14,11,6,13,1,19,17,20,15,12,18
2016-03-05 13:45:00,10,4,3,5,2,8,9,16,7,14,11,6,13,1,19,17,20,15,12,18
2016-03-05 14:23:07,10,4,3,5,2,8,9,16,7,14,11,6,13,1,19,17,20,15,12,18
2016-03-05 14:59:19,10,4,3,5,2,8,9,16,7,14,11,6,13,1,19,17,20,15,12,18
2016-03-05 15:01:17,10,4,3,5,1,8,9,16,7,14,11,6,13,2,19,17,20,15,12,18
2016-03-05 15:15:02,10,4,3,5,2,8,9,16,7,14,11,6,13,1,19,17,20,15,12,18
2016-03-05 16:00:00,10,4,3,6,2,9,8,16,7,14,11,5,13,1,19,17,20,15,12,18
2016-03-05 16:12:51,11,4,3,5,2,10,9,16,7,14,8,6,13,1,19,17,20,15,12,18
2016-03-05 16:27:43,11,4,3,5,2,10,9,16,7,15,8,6,13,1,19,17,20,14,12,18
2016-03-05 16:38:42,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:03:34,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:05:29,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:12:01,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:15:27,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:18:00,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:21:40,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:25:47,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:34:07,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:36:01,7,4,3,5,2,11,10,16,8,15,9,6,13,1,19,17,20,14,12,18
2016-03-05 17:37:01,7,4,3,6,2,10,9,16,8,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 17:39:18,7,4,3,6,2,9,10,16,8,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 17:41:05,10,4,3,6,2,8,9,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 17:46:16,10,4,3,6,2,8,9,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 17:47:24,10,4,3,6,2,8,9,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 17:47:49,10,4,3,6,2,9,8,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 18:30:00,10,4,3,6,2,9,8,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-05 19:40:34,10,4,3,6,2,9,8,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-06 14:30:00,10,4,3,6,2,8,9,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-06 15:32:51,10,4,3,6,2,9,8,16,7,13,11,5,14,1,19,17,20,15,12,18
2016-03-06 15:56:35,10,4,3,6,2,8,9,16,7,15,11,5,13,1,19,17,20,14,12,18
2016-03-06 16:20:11,10,4,3,6,2,7,9,16,8,15,11,5,13,1,19,17,20,14,12,18
2016-03-06 17:00:00,10,4,3,6,2,7,9,16,8,15,11,5,13,1,19,17,20,14,12,18
2016-03-06 18:21:38,10,4,3,6,2,7,9,16,8,15,12,5,11,1,19,17,20,14,13,18
2016-03-12 13:45:00,10,4,3,6,2,7,9,16,8,15,12,5,11,1,19,17,20,14,13,18
2016-03-12 16:00:00,10,4,3,6,2,7,9,15,8,16,12,5,11,1,19,17,20,14,13,18
2016-03-12 16:10:30,10,4,3,6,2,8,7,15,9,16,12,5,11,1,19,17,20,14,13,18
2016-03-12 16:29:35,10,4,3,6,2,8,7,15,9,16,12,5,11,1,19,17,20,14,13,18
2016-03-12 16:36:23,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-12 16:38:25,10,4,3,6,2,8,7,15,9,16,12,5,11,1,19,17,20,14,13,18
2016-03-12 17:04:41,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-12 17:06:06,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-12 17:17:15,10,4,3,6,2,8,7,15,9,16,12,5,11,1,19,17,20,14,13,18
2016-03-12 17:32:56,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-13 17:00:00,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-13 17:44:56,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-13 18:02:12,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-14 20:00:00,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-14 20:24:06,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-19 13:45:00,10,4,3,6,2,8,7,16,9,15,11,5,12,1,19,17,20,13,14,18
2016-03-19 13:51:21,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-19 14:26:04,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,17,20,13,14,18
2016-03-19 16:00:00,10,4,3,6,2,8,7,16,9,15,12,5,11,1,19,18,20,14,13,17
2016-03-19 16:16:15,10,5,3,6,2,8,7,16,9,15,12,4,11,1,19,18,20,14,13,17
2016-03-19 16:17:42,10,5,3,6,2,9,8,16,7,15,12,4,11,1,19,18,20,13,14,17
2016-03-19 16:33:14,10,5,3,6,2,9,8,16,7,15,12,4,11,1,19,18,20,13,14,17
2016-03-19 16:47:39,10,4,3,6,2,9,8,16,7,15,12,5,11,1,19,18,20,13,14,17
2016-03-19 17:06:00,10,4,3,6,2,9,8,16,7,15,12,5,11,1,19,18,20,13,14,17
2016-03-19 17:06:13,10,4,3,6,2,9,8,16,7,15,12,5,11,1,19,18,20,13,14,17
2016-03-19 17:18:50,10,5,3,6,2,9,8,16,7,15,12,4,11,1,19,18,20,13,14,17
2016-03-19 17:40:37,10,5,3,6,2,9,8,16,7,15,12,4,11,1,19,18,20,13,14,17
2016-03-19 17:46:21,10,4,3,6,2,9,8,16,7,15,12,5,11,1,19,18,20,13,14,17
2016-03-19 18:30:00,10,4,3,6,2,9,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-03-19 19:38:01,10,4,3,6,2,9,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 14:30:00,10,4,3,6,2,9,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 14:46:44,10,4,3,6,2,7,9,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 14:51:02,10,4,3,6,2,7,9,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 15:13:19,10,4,3,6,2,7,9,15,8,16,12,5,11,1,19,17,20,13,14,18
2016-03-20 15:50:20,10,4,3,6,2,7,9,15,8,16,12,5,11,1,19,17,20,13,14,18
2016-03-20 16:08:33,10,4,3,6,2,7,9,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 16:09:40,10,4,3,6,2,9,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 16:12:04,10,4,3,6,2,9,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 17:00:00,10,4,3,6,2,9,7,15,8,16,13,5,11,1,19,18,20,12,14,17
2016-03-20 17:00:43,10,4,3,6,2,9,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 17:15:02,10,4,3,6,2,9,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 17:15:35,10,4,3,6,2,9,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-03-20 18:07:03,10,4,3,6,2,9,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 12:45:00,10,4,3,6,2,9,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 13:10:19,9,4,3,6,2,10,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 13:32:19,9,4,3,6,2,10,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 13:48:09,9,4,3,6,2,10,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 14:00:27,9,4,3,6,2,10,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:00:00,9,4,3,6,2,10,7,15,8,16,13,5,11,1,19,18,20,12,14,17
2016-04-02 15:03:57,9,4,3,6,2,10,7,15,8,16,13,5,11,1,19,18,20,12,14,17
2016-04-02 15:06:37,9,4,3,6,2,10,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:11:01,9,4,3,6,2,10,7,15,8,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:12:38,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:14:32,9,4,3,6,2,10,8,16,7,15,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:17:26,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:18:04,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:37:09,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:40:29,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 15:46:50,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 16:03:05,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 16:08:50,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 16:23:53,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 16:27:47,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 16:29:57,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
2016-04-02 16:30:45,9,4,3,6,2,10,8,15,7,16,12,5,11,1,19,18,20,13,14,17
