goalTime,Chelsea,ManCity,Arsenal,ManUtd,Spurs,Liverpool,Southampton,Swansea,Stoke,CrystalPalace,Everton,WestHam,WestBrom,Leicester,Newcastle,Sunderland,AstonVilla,Bournemouth,Watford,Norwich
2015-11-28 17:49:46,15,1,4,3,5,10,9,14,12,7,6,8,13,2,18,17,20,19,11,16
2015-11-28 17:52:14,15,1,4,3,5,10,9,14,12,6,7,8,13,2,19,17,20,18,11,16
2015-11-28 18:30:00,15,1,4,3,5,10,9,14,12,6,7,8,13,2,19,17,20,18,11,16
2015-11-28 18:53:27,15,2,4,3,5,10,9,14,12,6,7,8,13,1,19,17,20,18,11,16
2015-11-28 19:15:02,15,1,4,3,5,10,9,14,12,6,7,8,13,2,19,17,20,18,11,16
2015-11-29 13:00:00,14,1,4,3,5,10,9,15,12,6,7,8,13,2,19,17,20,18,11,16
2015-11-29 15:05:00,14,1,4,3,5,10,9,15,12,6,8,7,13,2,19,17,20,18,11,16
2015-11-29 15:21:40,14,1,4,3,5,10,9,15,12,7,8,6,13,2,19,17,20,18,11,16
2015-11-29 16:09:05,14,1,4,3,5,10,9,15,12,6,8,7,13,2,19,17,20,18,11,16
2015-11-29 17:15:00,15,1,4,3,5,9,10,14,12,6,8,7,13,2,19,17,20,18,11,16
2015-11-29 17:44:12,15,1,2,4,5,9,10,14,12,6,8,7,13,3,19,17,20,18,11,16
2015-11-29 17:57:20,15,1,4,3,5,9,10,14,12,6,8,7,13,2,19,17,20,18,11,16
2015-11-29 18:32:41,14,1,4,3,5,6,10,15,12,7,9,8,13,2,19,17,20,18,11,16
2015-12-05 13:45:00,14,1,4,3,5,6,10,15,11,7,9,8,13,2,19,17,20,18,12,16
2015-12-05 13:51:07,14,1,4,3,5,6,11,15,9,7,10,8,13,2,19,17,20,18,12,16
2015-12-05 13:59:34,14,1,4,3,5,6,11,15,9,7,10,8,13,2,19,17,20,18,12,16
2015-12-05 16:00:00,15,2,4,3,5,7,11,14,9,8,10,6,13,1,19,17,20,18,12,16
2015-12-05 16:04:40,14,2,4,3,5,7,11,15,9,8,10,6,13,1,19,17,20,18,12,16
2015-12-05 16:14:29,14,2,5,3,4,7,11,15,9,8,10,6,13,1,19,17,20,18,12,16
2015-12-05 16:21:50,14,2,5,3,4,7,11,15,9,8,10,6,13,1,19,17,20,18,12,16
2015-12-05 16:29:56,14,2,5,3,4,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 16:32:56,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 16:38:09,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 16:43:38,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 16:44:54,14,2,4,3,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 17:18:40,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 17:23:03,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 17:29:10,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 17:47:33,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 17:49:09,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 18:30:00,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,17,20,18,9,16
2015-12-05 20:06:29,14,3,2,4,5,7,12,15,10,8,11,6,13,1,19,18,20,17,9,16
2015-12-06 17:00:00,14,3,2,4,5,6,12,15,10,8,11,7,13,1,19,18,20,17,9,16
2015-12-06 18:24:10,14,3,2,4,5,7,12,15,10,8,11,6,13,1,18,19,20,17,9,16
2015-12-06 18:48:39,14,3,2,4,5,7,12,15,10,8,11,6,13,1,18,19,20,17,9,16
2015-12-07 20:00:00,14,3,2,4,5,8,12,15,11,6,9,7,13,1,18,19,20,17,10,16
2015-12-07 21:30:33,14,3,2,4,5,8,12,15,10,6,11,7,13,1,18,19,20,17,9,16
2015-12-07 21:35:44,14,3,2,4,5,8,12,15,11,6,9,7,13,1,18,19,20,17,10,16
2015-12-12 13:45:00,14,3,2,4,5,9,12,15,11,7,6,8,13,1,18,19,20,17,10,16
2015-12-12 13:59:48,14,3,2,4,5,9,12,15,11,7,6,8,13,1,18,19,20,17,10,16
2015-12-12 14:47:40,14,3,2,4,5,9,12,15,11,7,6,8,13,1,18,19,20,17,10,16
2015-12-12 16:00:00,14,2,3,4,5,9,12,15,11,6,8,7,13,1,19,18,20,17,10,16
2015-12-12 16:03:38,14,2,3,4,5,10,12,15,11,7,9,8,13,1,18,19,20,17,6,16
2015-12-12 16:25:19,14,1,3,4,5,10,12,15,11,7,9,8,13,2,18,19,20,17,6,16
2015-12-12 16:37:35,14,1,3,4,5,10,12,15,11,6,9,8,13,2,18,19,20,17,7,16
2015-12-12 17:44:20,14,2,3,4,5,10,12,15,11,6,9,8,13,1,18,19,20,17,7,16
2015-12-12 17:46:22,14,1,3,4,5,10,12,15,11,6,9,8,13,2,18,19,20,17,7,16
2015-12-12 18:30:00,14,1,3,4,5,10,12,15,11,6,9,8,13,2,18,19,20,17,7,16
2015-12-12 18:31:40,15,1,3,4,5,10,12,16,11,6,9,8,13,2,18,19,20,14,7,17
2015-12-12 18:53:34,14,1,3,4,5,10,12,15,11,6,9,8,13,2,18,19,20,17,7,16
2015-12-12 19:40:30,15,1,3,4,5,10,12,16,11,6,9,8,13,2,18,19,20,14,7,17
2015-12-13 14:30:00,15,1,3,4,5,10,12,16,11,6,9,8,13,2,18,19,20,14,7,17
2015-12-13 14:37:29,15,2,1,4,5,10,12,16,11,6,9,8,13,3,18,19,20,14,7,17
2015-12-13 15:07:03,15,2,1,4,5,10,12,16,11,6,9,8,13,3,18,19,20,14,7,17
2015-12-13 17:00:00,15,2,1,4,5,9,12,16,11,6,10,8,13,3,18,19,20,14,7,17
2015-12-13 17:20:50,15,2,1,4,5,7,12,16,11,6,10,9,13,3,18,19,20,14,8,17
2015-12-13 17:29:51,15,2,1,4,5,9,12,16,11,6,10,8,13,3,18,19,20,14,7,17
2015-12-13 17:38:29,15,2,1,5,4,9,12,16,11,6,10,8,13,3,18,19,20,14,7,17
2015-12-13 18:27:40,15,2,1,5,4,10,13,16,11,6,9,8,12,3,18,19,20,14,7,17
2015-12-13 18:29:44,15,2,1,4,5,10,13,16,11,6,9,8,12,3,18,19,20,14,7,17
2015-12-13 18:49:03,16,2,1,4,5,10,13,17,11,6,9,8,12,3,15,19,20,14,7,18
2015-12-13 18:50:31,16,2,1,4,5,9,12,17,11,6,10,8,13,3,15,19,20,14,7,18
2015-12-14 20:00:00,14,3,1,4,5,9,12,17,11,6,10,8,13,2,16,19,20,15,7,18
2015-12-14 20:33:03,16,3,2,4,5,9,12,17,11,6,10,8,13,1,15,19,20,14,7,18
2015-12-14 21:03:47,16,3,2,4,5,9,12,17,11,6,10,8,13,1,15,19,20,14,7,18
2015-12-14 21:33:09,16,3,2,4,5,9,12,17,11,6,10,8,13,1,15,19,20,14,7,18
2015-12-19 16:00:00,15,3,2,4,5,10,12,18,11,6,8,9,13,1,16,19,20,14,7,17
2015-12-19 16:04:54,14,3,2,4,5,10,12,18,11,6,8,9,13,1,16,19,20,15,7,17
2015-12-19 16:12:14,14,3,2,4,5,10,12,18,11,6,8,9,13,1,16,19,20,15,7,17
2015-12-19 16:26:54,14,3,2,4,5,9,12,18,10,6,11,8,13,1,16,19,20,15,7,17
2015-12-19 16:31:04,14,3,2,4,5,10,12,18,11,6,8,9,13,1,16,19,20,15,7,17
2015-12-19 16:37:46,14,3,2,4,5,10,12,18,11,6,8,9,13,1,17,19,20,16,7,15
2015-12-19 16:39:32,14,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,16,7,15
2015-12-19 16:42:22,14,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,16,7,15
2015-12-19 16:45:57,14,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,16,7,15
2015-12-19 17:04:17,14,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,16,7,15
2015-12-19 17:06:10,15,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,14,7,16
2015-12-19 17:07:01,15,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,14,7,16
2015-12-19 17:09:22,15,3,2,6,4,10,12,18,11,5,8,9,13,1,17,19,20,14,7,16
2015-12-19 17:21:16,15,3,2,5,4,10,12,18,11,6,8,9,13,1,17,19,20,14,7,16
2015-12-19 17:21:39,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-19 17:25:53,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-19 17:31:31,15,3,2,5,4,9,12,18,10,6,11,8,13,1,17,19,20,14,7,16
2015-12-19 17:33:40,14,3,2,5,4,9,12,18,10,6,11,8,13,1,17,19,20,16,7,15
2015-12-19 17:41:37,15,3,2,5,4,9,12,18,10,6,11,8,13,1,17,19,20,14,7,16
2015-12-19 17:43:55,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-19 17:45:35,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-19 18:30:00,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-19 19:07:07,16,3,2,5,4,9,12,18,11,6,10,8,13,1,15,19,20,14,7,17
2015-12-19 19:46:03,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-20 14:30:00,15,3,2,5,4,8,12,18,11,6,10,9,13,1,17,19,20,14,7,16
2015-12-20 14:32:05,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-20 14:44:51,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-20 16:12:13,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-20 17:00:00,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-21 20:00:00,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-21 20:32:41,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-21 20:45:53,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-21 21:37:29,15,3,2,5,4,9,12,18,11,6,10,8,13,1,17,19,20,14,7,16
2015-12-26 13:45:00,15,3,2,4,5,9,12,18,10,6,11,8,13,1,17,19,20,14,7,16
2015-12-26 14:03:46,15,3,2,6,4,10,12,18,8,5,11,9,13,1,17,19,20,14,7,16
2015-12-26 14:10:07,15,3,2,6,4,10,12,18,8,5,11,9,13,1,17,19,20,14,7,16
2015-12-26 16:00:00,15,3,2,6,4,10,12,18,9,5,11,8,13,1,17,19,20,14,7,16
2015-12-26 16:08:25,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 16:11:57,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 16:16:23,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 16:21:16,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 16:25:52,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 16:31:52,13,3,2,6,4,10,12,16,9,5,11,8,14,1,18,19,20,15,7,17
2015-12-26 16:41:21,13,3,2,6,4,10,12,16,9,5,11,8,14,1,18,19,20,15,7,17
2015-12-26 16:41:39,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 16:46:54,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 17:09:03,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 17:10:49,15,3,2,7,4,10,12,16,9,6,11,8,13,1,18,19,20,14,5,17
2015-12-26 17:14:02,15,3,2,7,4,10,12,16,9,6,11,8,13,1,18,19,20,14,5,17
2015-12-26 17:18:48,15,3,2,7,4,10,12,16,9,6,11,8,13,1,18,19,20,14,5,17
2015-12-26 17:19:38,15,3,2,6,4,10,12,16,9,5,11,8,13,1,18,19,20,14,7,17
2015-12-26 17:19:56,15,3,2,6,4,8,12,16,10,5,11,9,13,1,18,19,20,14,7,17
2015-12-26 17:35:03,15,3,2,6,4,8,12,16,10,5,11,9,13,1,18,19,20,14,7,17
2015-12-26 18:30:00,15,3,2,6,4,8,12,16,10,5,11,9,13,1,17,19,20,14,7,18
2015-12-26 19:45:00,15,3,2,6,4,8,12,16,10,5,11,9,13,1,17,19,20,14,7,18
2015-12-26 20:03:25,15,3,2,6,4,8,12,16,10,5,11,9,13,1,17,19,20,14,7,18
2015-12-26 20:17:47,15,3,2,6,4,8,12,16,11,5,9,10,13,1,18,19,20,14,7,17
2015-12-26 20:54:21,15,3,2,6,4,8,12,16,11,5,9,10,13,1,18,19,20,14,7,17
2015-12-26 21:08:21,15,3,2,6,4,8,12,16,11,5,9,10,13,1,18,19,20,14,7,17
2015-12-26 21:31:36,15,3,2,6,4,8,12,16,11,5,9,10,13,1,18,19,20,14,7,17
2015-12-28 16:00:00,15,3,2,7,4,10,12,16,9,5,8,11,13,1,18,19,20,14,6,17
2015-12-28 16:15:53,15,3,2,7,4,9,12,16,8,5,10,11,13,1,18,19,20,14,6,17
2015-12-28 16:16:48,15,4,2,6,3,9,12,16,8,5,10,11,13,1,18,19,20,14,7,17
2015-12-28 16:21:36,15,4,2,6,3,10,12,16,9,5,8,11,13,1,18,19,20,14,7,17
2015-12-28 16:23:32,16,4,2,6,3,10,12,17,9,5,8,11,13,1,18,19,20,14,7,15
2015-12-28 16:40:46,16,3,2,7,4,10,12,17,9,5,8,11,13,1,18,19,20,14,6,15
2015-12-28 16:44:26,16,3,2,7,4,9,12,17,8,5,10,11,13,1,18,19,20,14,6,15
2015-12-28 17:20:19,16,3,2,7,4,10,12,17,9,5,8,11,13,1,18,19,20,14,6,15
2015-12-28 17:27:01,16,3,2,8,4,9,12,17,11,5,7,10,13,1,18,19,20,14,6,15
2015-12-28 17:34:47,16,3,2,8,4,9,12,17,11,5,7,10,13,1,18,19,20,14,6,15
2015-12-28 17:36:25,16,3,2,7,4,10,12,17,9,5,8,11,13,1,18,19,20,14,6,15
2015-12-28 17:41:24,16,3,2,7,4,10,12,17,9,5,8,11,13,1,18,19,20,15,6,15
2015-12-28 17:43:57,16,4,2,6,3,10,12,17,9,5,8,11,13,1,18,19,20,15,7,15
2015-12-28 17:47:20,16,4,2,6,3,9,12,17,8,5,10,11,13,1,18,19,20,15,7,15
2015-12-28 18:30:00,15,4,2,6,3,10,12,17,8,5,11,9,13,1,18,19,20,14,7,16
2015-12-28 18:42:33,15,4,2,6,3,10,9,17,8,5,11,12,13,1,18,19,20,14,7,16
2015-12-28 18:56:46,14,4,1,6,3,10,9,17,8,5,11,12,13,2,18,19,20,16,7,15
2015-12-28 19:47:04,14,4,1,6,3,10,9,17,8,5,11,12,13,2,18,19,20,16,7,15
2015-12-28 19:54:12,14,4,1,6,3,10,12,17,8,5,11,9,13,2,18,19,20,16,7,15
2015-12-28 20:04:38,14,4,1,6,3,10,12,17,9,5,11,7,13,2,18,19,20,16,8,15
2015-12-29 19:45:00,14,3,1,6,4,10,12,17,9,5,11,7,13,2,18,19,20,16,8,15
2015-12-30 19:45:00,14,3,1,6,4,10,12,17,9,5,11,7,13,2,18,19,20,16,8,15
2015-12-30 20:45:23,14,3,1,6,4,7,12,17,10,5,11,8,13,2,18,19,20,16,9,15
2016-01-02 13:45:00,14,3,1,7,4,6,12,17,10,5,11,8,13,2,18,19,20,16,9,15
2016-01-02 13:54:19,14,3,1,7,4,8,12,17,10,6,11,5,13,2,18,19,20,16,9,15
2016-01-02 14:59:14,14,3,1,7,4,8,12,17,10,6,11,5,13,2,18,19,20,16,9,15
2016-01-02 16:00:00,16,3,1,7,4,9,12,17,8,6,11,5,13,2,18,19,20,15,10,14
2016-01-02 16:29:02,16,3,1,7,4,9,12,17,8,6,11,5,13,2,18,19,20,15,10,14
2016-01-02 17:02:39,16,3,1,5,4,9,12,17,8,7,11,6,13,2,18,19,20,15,10,14
2016-01-02 17:14:52,16,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,15,9,14
2016-01-02 17:18:08,16,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,15,9,14
2016-01-02 17:25:46,16,3,1,7,4,8,13,17,10,6,11,5,12,2,18,19,20,15,9,14
2016-01-02 17:27:17,16,3,1,7,4,8,13,17,10,6,11,5,12,2,18,19,20,15,9,14
2016-01-02 17:28:02,16,3,1,7,4,8,13,17,10,6,11,5,12,2,18,19,20,15,9,14
2016-01-02 17:30:15,16,3,1,7,4,8,13,17,10,6,11,5,12,2,18,19,20,15,9,14
2016-01-02 17:32:31,16,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,15,9,14
2016-01-02 17:35:28,16,3,1,5,4,9,12,17,8,7,11,6,13,2,18,19,20,15,10,14
2016-01-02 17:47:00,16,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,15,9,14
2016-01-02 17:47:13,16,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,15,9,14
2016-01-02 18:30:00,16,3,1,5,4,9,13,17,10,7,11,6,12,2,18,19,20,15,8,14
2016-01-02 19:39:55,16,3,1,5,4,9,13,17,10,8,11,6,12,2,18,19,20,15,7,14
2016-01-02 20:06:55,16,3,1,5,4,9,13,17,10,7,11,6,12,2,18,19,20,15,8,14
2016-01-02 20:09:31,16,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,15,9,14
2016-01-03 14:30:00,15,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,14
2016-01-03 14:58:04,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-03 15:46:23,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-03 15:52:14,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-03 17:00:00,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-03 17:21:15,14,3,1,5,4,8,13,17,11,7,9,6,12,2,18,19,20,16,10,15
2016-01-03 17:45:13,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-12 19:45:00,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-12 19:53:56,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-12 20:01:48,15,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,14,9,16
2016-01-12 20:22:30,15,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,14,9,16
2016-01-12 20:26:23,15,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,14,9,16
2016-01-12 20:58:33,15,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,14,9,16
2016-01-12 21:07:30,15,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,14,9,16
2016-01-12 21:07:42,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-12 21:15:06,14,3,1,6,4,8,13,17,10,7,11,5,12,2,18,19,20,16,9,15
2016-01-12 21:20:00,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-12 21:24:58,14,3,1,5,4,8,13,17,10,7,11,6,12,2,18,19,20,16,9,15
2016-01-12 21:30:46,14,3,1,6,4,8,13,17,10,7,11,5,12,2,18,19,20,16,9,15
2016-01-13 19:45:00,14,2,1,6,4,10,13,17,9,7,11,5,12,3,18,19,20,16,8,15
2016-01-13 19:47:53,14,2,1,6,4,10,13,17,9,7,11,5,12,3,19,18,20,16,8,15
2016-01-13 20:00:00,14,3,1,6,4,8,13,17,10,7,11,5,12,2,19,18,20,16,9,15
2016-01-13 20:01:03,14,3,1,6,4,8,12,17,9,7,11,5,13,2,19,18,20,16,10,15
2016-01-13 20:04:35,13,3,1,6,4,8,12,17,9,7,11,5,14,2,19,18,20,16,10,15
2016-01-13 20:05:39,13,3,1,6,4,8,12,17,9,7,11,5,14,2,18,19,20,16,10,15
2016-01-13 20:09:06,13,3,1,6,4,7,12,17,9,8,11,5,14,2,18,19,20,16,10,15
2016-01-13 20:13:27,13,3,1,6,4,8,12,17,9,7,11,5,14,2,18,19,20,16,10,15
2016-01-13 20:17:45,14,3,1,6,4,8,12,17,9,7,11,5,13,2,18,19,20,16,10,15
2016-01-13 20:18:52,14,3,1,6,4,7,12,17,9,8,11,5,13,2,18,19,20,16,10,15
2016-01-13 20:24:04,14,3,1,6,4,7,12,16,9,8,11,5,13,2,18,19,20,17,10,15
2016-01-13 20:24:42,14,3,1,6,4,8,12,16,9,7,11,5,13,2,18,19,20,17,10,15
2016-01-13 20:48:31,14,3,1,6,4,9,12,16,7,8,11,5,13,2,18,19,20,17,10,15
2016-01-13 20:51:12,14,3,1,6,4,9,12,17,7,8,11,5,13,2,18,19,20,16,10,15
2016-01-13 20:54:42,14,3,1,6,4,8,12,17,9,7,11,5,13,2,18,19,20,16,10,15
2016-01-13 21:03:22,14,3,1,6,4,8,12,17,9,7,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:06:09,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:11:07,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:13:32,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:14:57,13,3,1,6,4,9,12,17,7,8,11,5,14,2,19,18,20,16,10,15
2016-01-13 21:17:24,13,3,1,6,4,9,12,17,7,8,11,5,14,2,19,18,20,16,10,15
2016-01-13 21:27:00,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:27:55,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:37:46,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-13 21:46:16,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-16 13:45:00,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-16 14:24:58,14,3,1,6,4,9,12,18,7,8,11,5,13,2,19,16,20,17,10,15
2016-01-16 14:26:29,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-16 15:00:54,14,3,1,6,4,9,12,17,7,8,11,5,13,2,19,18,20,16,10,15
2016-01-16 15:08:22,14,3,1,6,4,9,12,17,7,8,11,5,13,2,18,19,20,16,10,15
2016-01-16 15:20:33,14,3,1,6,4,9,12,17,7,8,11,5,13,2,18,19,20,16,10,15
2016-01-16 16:00:00,14,3,1,6,4,9,12,17,8,7,10,5,13,2,18,19,20,16,11,15
2016-01-16 16:04:40,14,3,1,6,4,9,10,17,8,7,11,5,13,2,18,19,20,16,12,15
2016-01-16 16:05:10,14,3,1,6,4,9,10,18,8,7,11,5,13,2,17,19,20,16,12,15
2016-01-16 16:09:08,14,3,1,6,4,9,10,18,8,7,11,5,13,2,17,19,20,15,12,16
2016-01-16 16:14:32,14,3,1,6,4,9,10,18,8,7,11,5,13,2,17,19,20,15,12,16
2016-01-16 16:21:32,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 16:34:06,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 16:40:05,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 17:04:44,14,1,2,6,4,10,11,18,7,9,8,5,13,3,17,19,20,15,12,16
2016-01-16 17:05:19,14,1,2,6,4,10,11,18,7,9,8,5,13,3,17,19,20,15,12,16
2016-01-16 17:09:52,14,1,2,6,4,10,11,18,7,9,8,5,13,3,17,19,20,15,12,16
2016-01-16 17:11:05,14,1,2,6,4,10,11,18,7,9,8,5,13,3,17,19,20,15,12,16
2016-01-16 17:19:06,14,1,2,6,4,10,11,18,7,9,8,5,13,3,17,19,20,15,12,16
2016-01-16 17:20:47,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 17:23:27,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 17:26:18,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 17:31:13,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 17:38:48,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 17:45:42,14,1,2,6,4,10,11,18,7,9,8,5,13,3,17,19,20,15,12,16
2016-01-16 17:53:35,14,1,2,6,4,9,10,18,7,8,11,5,13,3,17,19,20,15,12,16
2016-01-16 18:30:00,14,2,3,6,4,9,10,18,7,8,11,5,13,1,17,19,20,15,12,16
2016-01-16 18:57:55,14,2,3,6,4,9,10,18,7,8,11,5,13,1,17,19,20,15,12,16
2016-01-16 20:00:30,14,2,3,6,4,9,10,18,7,8,11,5,13,1,17,19,20,15,12,16
2016-01-17 15:05:00,14,2,3,6,4,8,10,18,7,9,11,5,13,1,17,19,20,15,12,16
2016-01-17 16:37:44,14,2,3,5,4,9,10,18,7,8,11,6,13,1,17,19,20,15,12,16
2016-01-17 17:15:00,14,3,1,5,4,9,10,18,7,8,11,6,13,2,17,19,20,15,12,16
2016-01-18 20:00:00,14,3,1,5,4,9,10,18,7,8,12,6,13,2,17,19,20,15,11,16
2016-01-18 20:26:34,14,3,1,5,4,9,10,17,7,8,11,6,13,2,18,19,20,15,12,16
2016-01-23 13:45:00,14,3,1,5,4,8,10,17,7,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 14:02:50,14,3,1,5,4,7,10,17,8,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 14:13:04,14,3,1,5,4,8,10,17,7,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 14:25:36,15,3,1,5,4,9,10,17,7,8,11,6,13,2,18,19,20,16,12,14
2016-01-23 14:53:14,15,3,1,5,4,9,10,17,7,8,11,6,13,2,18,19,20,16,12,14
2016-01-23 14:54:54,15,3,1,5,4,9,10,17,7,8,11,6,13,2,18,19,20,16,12,14
2016-01-23 15:02:47,14,3,1,5,4,8,10,17,7,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 15:14:15,14,3,1,5,4,7,10,17,8,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 15:32:05,14,3,1,5,4,8,10,17,7,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 15:34:26,14,3,1,5,4,7,10,17,8,9,11,6,13,2,18,19,20,15,12,16
2016-01-23 16:00:00,14,3,2,5,4,8,10,17,7,9,12,6,13,1,18,19,20,15,11,16
2016-01-23 16:12:20,15,3,2,5,4,8,10,17,7,9,12,6,13,1,18,19,20,14,11,16
2016-01-23 16:29:14,15,3,2,5,4,9,10,17,7,8,12,6,13,1,18,19,20,14,11,16
2016-01-23 16:41:50,15,3,2,5,4,8,10,17,9,7,12,6,13,1,18,19,20,14,11,16
