goalTime,epochScnds,"Chelsea
Pts","Chelsea
F","Chelsea
A","Chelsea
GD","Man City
Pts","Man City
F","Man City
A","Man City
GD","Arsenal
Pts","Arsenal
F","Arsenal
A","Arsenal
GD","Man Utd
Pts","Man Utd
F","Man Utd
A","Man Utd
GD","Spurs
Pts","Spurs
F","Spurs
A","Spurs
GD","Liverpool
Pts","Liverpool
F","Liverpool
A","Liverpool
GD","Southampton
Pts","Southampton
F","Southampton
A","Southampton
GD","Swansea
Pts","Swansea
F","Swansea
A","Swansea
GD","Stoke
Pts","Stoke
F","Stoke
A","Stoke
GD","Crystal Palace
Pts","Crystal Palace
F","Crystal Palace
A","Crystal Palace
GD","Everton
Pts","Everton
F","Everton
A","Everton
GD","West Ham
Pts","West Ham
F","West Ham
A","West Ham
GD","West Brom
Pts","West Brom
F","West Brom
A","West Brom
GD","Leicester
Pts","Leicester
F","Leicester
A","Leicester
GD","Newcastle
Pts","Newcastle
F","Newcastle
A","Newcastle
GD","Sunderland
Pts","Sunderland
F","Sunderland
A","Sunderland
GD","Aston Villa
Pts","Aston Villa
F","Aston Villa
A","Aston Villa
GD","Bournemouth
Pts","Bournemouth
F","Bournemouth
A","Bournemouth
GD","Watford
Pts","Watford
F","Watford
A","Watford
GD","Norwich
Pts","Norwich
F","Norwich
A","Norwich
GD"
2015-10-18 17:40:44,1445186444,11,14,17,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,10,10,10,0,9,8,10,-2,15,12,10,2,13,12,11,1,17,20,12,8,11,7,11,-4,16,19,17,2,6,12,19,-7,3,8,19,-11,4,8,15,-7,8,11,17,-6,10,6,10,-4,9,14,20,-6
2015-10-19 20:00:00,1445281200,11,14,17,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,10,0,10,8,10,-2,15,12,10,2,13,12,11,1,17,20,12,8,11,7,11,-4,16,19,17,2,6,12,19,-7,3,8,19,-11,4,8,15,-7,8,11,17,-6,10,6,10,-4,9,14,20,-6
2015-10-19 20:03:26,1445281406,11,14,17,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,10,10,11,-1,12,9,10,-1,15,12,10,2,13,12,11,1,17,20,12,8,11,7,11,-4,16,19,17,2,6,12,19,-7,3,8,19,-11,4,8,15,-7,8,11,17,-6,10,6,10,-4,9,14,20,-6
2015-10-24 15:00:00,1445695200,12,14,17,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,11,-1,13,9,10,-1,16,12,10,2,13,12,11,1,18,20,12,8,12,7,11,-4,17,19,17,2,6,12,19,-7,3,8,19,-11,5,8,15,-7,8,11,17,-6,11,6,10,-4,10,14,20,-6
2015-10-24 15:16:33,1445696193,11,14,18,-4,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,11,-1,13,9,10,-1,16,12,10,2,13,12,11,1,20,21,12,9,12,7,11,-4,17,19,17,2,6,12,19,-7,3,8,19,-11,5,8,15,-7,8,11,17,-6,11,6,10,-4,10,14,20,-6
2015-10-24 15:42:01,1445697721,11,14,18,-4,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,11,-1,12,9,11,-2,16,12,10,2,13,12,11,1,20,21,12,9,12,7,11,-4,17,19,17,2,6,12,19,-7,3,8,19,-11,5,8,15,-7,8,11,17,-6,13,7,10,-3,10,14,20,-6
2015-10-24 16:00:59,1445698859,11,14,18,-4,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,11,-1,12,9,11,-2,16,12,10,2,13,12,11,1,20,21,12,9,14,8,11,-3,17,19,17,2,6,12,19,-7,3,8,19,-11,5,8,15,-7,8,11,17,-6,13,7,10,-3,9,14,21,-7
2015-10-24 16:11:15,1445699475,12,15,18,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,11,-1,12,9,11,-2,16,12,10,2,13,12,11,1,18,21,13,8,14,8,11,-3,17,19,17,2,6,12,19,-7,3,8,19,-11,5,8,15,-7,8,11,17,-6,13,7,10,-3,9,14,21,-7
2015-10-24 16:13:56,1445699636,12,15,18,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,10,11,-1,12,9,11,-2,15,12,11,1,13,12,11,1,18,21,13,8,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,5,8,15,-7,8,11,17,-6,13,7,10,-3,9,14,21,-7
2015-10-24 16:16:45,1445699805,12,15,18,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,10,10,12,-2,12,9,11,-2,15,12,11,1,13,12,11,1,18,21,13,8,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,7,9,15,-6,8,11,17,-6,13,7,10,-3,9,14,21,-7
2015-10-24 16:22:17,1445700137,12,15,18,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,11,12,-1,12,9,11,-2,15,12,11,1,13,12,11,1,18,21,13,8,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,5,9,16,-7,8,11,17,-6,13,7,10,-3,9,14,21,-7
2015-10-24 16:23:37,1445700217,12,15,18,-3,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,11,12,-1,12,9,12,-3,15,12,11,1,13,12,11,1,18,21,13,8,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,5,9,16,-7,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-24 16:34:05,1445700845,11,15,19,-4,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,11,11,12,-1,12,9,12,-3,15,12,11,1,13,12,11,1,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,5,9,16,-7,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-24 16:41:02,1445701262,11,15,19,-4,21,24,8,16,19,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,12,11,1,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-24 17:30:00,1445704200,11,15,19,-4,21,24,8,16,20,16,7,9,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,14,12,11,1,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-24 18:05:36,1445706336,11,15,19,-4,21,24,8,16,22,17,7,10,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,12,12,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-24 18:07:25,1445706445,11,15,19,-4,21,24,8,16,22,18,7,11,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,12,13,-1,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-24 18:13:12,1445706792,11,15,19,-4,21,24,8,16,22,18,8,10,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,19,-7,3,8,19,-11,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-25 13:00:00,1445778000,11,15,19,-4,21,24,8,16,22,18,8,10,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,7,12,19,-7,4,8,19,-11,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-25 13:47:16,1445780836,11,15,19,-4,21,24,8,16,22,18,8,10,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,20,-8,6,9,19,-10,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-25 14:22:03,1445782923,11,15,19,-4,21,24,8,16,22,18,8,10,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,21,-9,6,10,19,-9,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-25 14:43:15,1445784195,11,15,19,-4,21,24,8,16,22,18,8,10,19,15,8,7,14,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-25 15:05:00,1445785500,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,15,11,7,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,9,11,17,-6,13,8,10,-2,9,14,21,-7
2015-10-25 15:05:49,1445785549,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,14,11,8,3,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,11,12,17,-5,13,8,10,-2,9,14,21,-7
2015-10-25 15:13:28,1445786008,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,15,12,8,4,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,9,12,18,-6,13,8,10,-2,9,14,21,-7
2015-10-25 15:21:38,1445786498,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,13,8,5,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,19,-7,13,8,10,-2,9,14,21,-7
2015-10-25 15:34:00,1445787240,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,14,8,6,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,20,-8,13,8,10,-2,9,14,21,-7
2015-10-25 16:18:05,1445789885,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,15,8,7,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,21,-9,13,8,10,-2,9,14,21,-7
2015-10-25 16:25:17,1445790317,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,13,8,10,-2,13,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-25 17:15:00,1445793300,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,14,8,10,-2,14,15,12,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-25 18:46:33,1445798793,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,16,9,10,-1,13,15,13,2,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-25 18:55:27,1445799327,11,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,14,9,11,-2,14,16,13,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-31 13:45:00,1446299100,12,15,19,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,15,9,11,-2,14,16,13,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-31 13:48:22,1446299302,14,16,19,-3,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,14,9,12,-3,14,16,13,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-31 14:32:24,1446301944,12,16,20,-4,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,15,10,12,-2,14,16,13,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-31 15:16:02,1446304562,11,16,21,-5,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,17,11,12,-1,14,16,13,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-31 15:24:33,1446305073,11,16,22,-6,22,24,8,16,22,18,8,10,20,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,12,0,12,9,12,-3,15,12,11,1,13,13,13,0,20,22,13,9,14,8,11,-3,19,20,17,3,6,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,13,8,10,-2,9,14,21,-7
2015-10-31 16:00:00,1446307200,11,16,22,-6,23,24,8,16,23,18,8,10,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,14,12,12,0,13,9,12,-3,16,12,11,1,13,13,13,0,21,22,13,9,15,8,11,-3,20,20,17,3,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,14,8,10,-2,10,14,21,-7
2015-10-31 16:29:13,1446308953,11,16,22,-6,23,24,8,16,23,18,8,10,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,14,12,12,0,13,9,12,-3,16,12,11,1,13,13,13,0,21,22,13,9,17,9,11,-2,19,20,18,2,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,14,8,10,-2,10,14,21,-7
2015-10-31 16:38:06,1446309486,11,16,22,-6,23,24,8,16,23,18,8,10,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,14,12,12,0,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,14,8,17,9,11,-2,19,20,18,2,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,9,10,-1,10,14,21,-7
2015-10-31 17:02:29,1446310949,11,16,22,-6,23,24,8,16,23,18,8,10,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,14,12,12,0,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,17,9,11,-2,19,20,18,2,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,10,14,21,-7
2015-10-31 17:04:07,1446311047,11,16,22,-6,23,24,8,16,25,19,8,11,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,13,-1,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,17,9,11,-2,19,20,18,2,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,10,14,21,-7
2015-10-31 17:11:31,1446311491,11,16,22,-6,23,24,8,16,25,19,8,11,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,13,-1,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,15,9,12,-3,20,21,18,3,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,10,14,21,-7
2015-10-31 17:18:49,1446311929,11,16,22,-6,23,24,8,16,25,19,8,11,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,13,-1,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,9,13,-4,22,22,18,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,10,14,21,-7
2015-10-31 17:22:10,1446312130,11,16,22,-6,25,25,8,17,25,19,8,11,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,13,-1,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,9,13,-4,22,22,18,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,14,22,-8
2015-10-31 17:23:36,1446312216,11,16,22,-6,25,25,8,17,25,20,8,12,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,14,-2,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,9,13,-4,22,22,18,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,14,22,-8
2015-10-31 17:28:47,1446312527,11,16,22,-6,25,25,8,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,9,13,-4,22,22,18,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,14,22,-8
2015-10-31 17:31:22,1446312682,11,16,22,-6,25,25,8,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,9,14,-5,22,23,18,5,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,14,22,-8
2015-10-31 17:38:33,1446313113,11,16,22,-6,25,25,8,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,14,22,-8
2015-10-31 17:38:34,1446313114,11,16,22,-6,23,25,9,16,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,10,15,22,-7
2015-10-31 17:43:58,1446313438,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,13,13,13,0,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 14:30:00,1446388200,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,14,13,13,0,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,7,11,19,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 14:48:14,1446389294,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,14,13,1,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,11,20,-9,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 15:00:29,1446390029,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,15,13,2,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,11,21,-10,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 15:18:02,1446391082,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,15,14,1,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,12,21,-9,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 15:37:49,1446392269,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,14,15,15,0,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,7,13,21,-8,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 15:42:39,1446392559,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,16,15,1,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,22,-9,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 15:47:46,1446392866,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,17,15,2,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,23,-10,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 15:50:02,1446393002,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,18,15,3,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,24,-11,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 16:03:48,1446393828,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,14,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,9,17,-8,8,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 17:00:00,1446397200,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,15,16,13,3,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,9,17,-8,9,12,22,-10,16,10,10,0,9,15,23,-8
2015-11-01 17:30:50,1446399050,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,17,17,13,4,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,9,17,-8,8,12,23,-11,16,10,10,0,9,15,23,-8
2015-11-01 17:35:03,1446399303,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,17,16,8,8,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,9,17,-8,8,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-02 20:00:00,1446494400,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,18,16,8,8,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,5,9,17,-8,8,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-02 20:02:20,1446494540,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,20,17,8,9,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,9,18,-9,8,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-02 20:45:19,1446497119,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,20,18,8,10,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,9,19,-10,8,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-02 21:36:16,1446500176,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,20,18,9,9,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,10,19,-9,8,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-02 21:50:03,1446501003,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,20,19,9,10,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,7,12,22,-10,6,13,25,-12,4,10,20,-10,8,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-07 13:45:00,1446903900,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,20,19,9,10,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,8,12,22,-10,6,13,25,-12,4,10,20,-10,9,12,24,-12,16,10,10,0,9,15,23,-8
2015-11-07 14:11:30,1446905490,11,16,22,-6,25,26,9,17,25,21,8,13,21,15,8,7,20,19,9,10,17,12,12,0,17,18,13,5,13,12,15,-3,13,9,12,-3,16,12,11,1,16,19,15,4,20,22,15,7,14,10,14,-4,22,23,19,4,10,13,22,-9,6,13,25,-12,4,10,20,-10,8,12,25,-13,16,10,10,0,9,15,23,-8
2015-11-07 16:00:00,1446912000,11,16,22,-6,25,26,9,17,25,21,8,13,22,15,8,7,20,19,9,10,17,12,12,0,18,18,13,5,14,12,15,-3,13,9,12,-3,16,12,11,1,17,19,15,4,21,22,15,7,15,10,14,-4,23,23,19,4,10,13,22,-9,7,13,25,-12,4,10,20,-10,8,12,25,-13,17,10,10,0,10,15,23,-8
